"No.","Time","Source","Destination","Protocol","Length","Info"
"7618","2285.482587","192.124.249.36","192.168.0.78","TCP","66","[TCP Dup ACK 4084#1] 80  >  46620 [ACK] Seq=2290 Ack=415 Win=30208 Len=0 TSval=314918520 TSecr=3301646836"
"7619","2285.518173","192.124.249.36","192.168.0.78","TCP","66","[TCP Dup ACK 4072#2] 80  >  46618 [ACK] Seq=2290 Ack=415 Win=30208 Len=0 TSval=314918845 TSecr=3301646805"
"7620","2285.528577","172.217.173.163","192.168.0.78","QUIC","70","Protected Payload (KP0), DCID=a34fec"
"7621","2285.529122","192.168.0.78","172.217.173.163","QUIC","77","Protected Payload (KP0), DCID=2c9374538a31cb10"
"7622","2285.546082","172.217.173.163","192.168.0.78","TCP","78","[TCP Dup ACK 7590#1] 443  >  36628 [ACK] Seq=4978 Ack=769 Win=67840 Len=0 TSval=804334177 TSecr=2875594146 SLE=518 SRE=769"
"7623","2285.564980","149.154.174.200","192.168.0.78","TCP","78","[TCP Dup ACK 7592#1] 443  >  43562 [ACK] Seq=28254 Ack=4105 Win=87040 Len=0 TSval=2771742437 TSecr=4107572155 SLE=3988 SRE=4105"
"7624","2285.584263","192.124.249.36","192.168.0.78","TCP","66","[TCP Dup ACK 4093#1] 80  >  46622 [ACK] Seq=2290 Ack=415 Win=30208 Len=0 TSval=314919505 TSecr=3301647056"
"7625","2285.603851","172.217.173.163","192.168.0.78","TCP","66","443  >  36630 [ACK] Seq=4340 Ack=582 Win=66816 Len=0 TSval=2985463831 TSecr=2875594252"
"7626","2285.624011","172.217.173.163","192.168.0.78","TLSv1.3","674","Application Data, Application Data"
"7627","2285.624096","192.168.0.78","172.217.173.163","TCP","66","36630  >  443 [ACK] Seq=769 Ack=4948 Win=64128 Len=0 TSval=2875596955 TSecr=2985463831"
"7628","2285.625465","192.168.0.78","172.217.173.163","TLSv1.3","90","Application Data"
"7629","2285.625540","192.168.0.78","172.217.173.163","TCP","66","36630  >  443 [FIN, ACK] Seq=793 Ack=4948 Win=64128 Len=0 TSval=2875596956 TSecr=2985463831"
"7630","2285.637345","172.217.173.163","192.168.0.78","TLSv1.3","97","Application Data"
"7631","2285.637467","192.168.0.78","172.217.173.163","TCP","54","36630  >  443 [RST] Seq=769 Win=0 Len=0"
"7632","2285.651722","172.217.29.206","192.168.0.78","QUIC","121","Protected Payload (KP0), DCID=ec37ee"
"7633","2285.652484","192.168.0.78","172.217.29.206","QUIC","75","Protected Payload (KP0), DCID=486575a69cbcfb81"
"7634","2285.655572","172.217.173.131","192.168.0.78","TCP","66","[TCP Dup ACK 4159#1] 80  >  33924 [ACK] Seq=1403 Ack=849 Win=67840 Len=0 TSval=843656815 TSecr=3626301824"
"7635","2285.660320","172.217.173.131","192.168.0.78","TCP","66","[TCP Dup ACK 4152#1] 80  >  33920 [ACK] Seq=1404 Ack=850 Win=67840 Len=0 TSval=3776633885 TSecr=3626301788"
"7636","2285.664311","142.250.79.164","192.168.0.78","TCP","78","[TCP Dup ACK 7562#1] 443  >  42764 [ACK] Seq=4287 Ack=518 Win=66816 Len=0 TSval=3980175714 TSecr=234014419 SLE=1 SRE=518"
"7637","2285.669056","172.217.173.133","192.168.0.78","TCP","66","443  >  35790 [ACK] Seq=723386 Ack=56549 Win=240896 Len=0 TSval=3844773743 TSecr=61503203"
"7638","2285.689768","172.217.173.133","192.168.0.78","TCP","66","443  >  35790 [ACK] Seq=723386 Ack=58627 Win=246528 Len=0 TSval=3844773924 TSecr=61503241"
"7639","2285.693539","149.154.174.200","192.168.0.78","TCP","66","443  >  43562 [ACK] Seq=28254 Ack=4222 Win=87040 Len=0 TSval=2771743109 TSecr=4107572977"
"7640","2285.700202","172.217.173.133","192.168.0.78","TCP","66","443  >  35790 [ACK] Seq=723386 Ack=58658 Win=246528 Len=0 TSval=3844773946 TSecr=61503241"
"7641","2285.707970","149.154.174.200","192.168.0.78","TLSv1.3","179","Application Data"
"7642","2285.708055","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=5213 Ack=28367 Win=86400 Len=0 TSval=4107575432 TSecr=2771743144"
"7643","2285.714896","142.250.79.164","192.168.0.78","TCP","78","[TCP Dup ACK 7579#1] 443  >  42766 [ACK] Seq=4289 Ack=518 Win=66816 Len=0 TSval=1667152048 TSecr=234014675 SLE=1 SRE=518"
"7644","2285.775539","172.217.173.133","192.168.0.78","TCP","66","443  >  35790 [ACK] Seq=723386 Ack=58697 Win=246528 Len=0 TSval=3844774444 TSecr=61503717"
"7645","2285.875571","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7646","2285.875659","192.168.0.78","172.217.173.133","TCP","78","[TCP Dup ACK 7549#2] 35790  >  443 [ACK] Seq=58697 Ack=720550 Win=335744 Len=0 TSval=61505842 TSecr=3844769855 SLE=721968 SRE=724804"
"7647","2286.092947","192.124.249.36","192.168.0.78","TCP","66","80  >  46618 [ACK] Seq=2290 Ack=416 Win=30208 Len=0 TSval=314920951 TSecr=3301709538"
"7648","2286.118603","172.217.29.206","192.168.0.78","QUIC","70","Protected Payload (KP0), DCID=ec37ee"
"7649","2286.164326","192.124.249.36","192.168.0.78","TCP","66","80  >  46620 [ACK] Seq=2290 Ack=416 Win=30208 Len=0 TSval=314921018 TSecr=3301709563"
"7650","2286.169152","172.217.29.206","192.168.0.78","QUIC","70","Protected Payload (KP0), DCID=ec37ee"
"7651","2286.173703","192.124.249.36","192.168.0.78","TCP","66","80  >  46622 [ACK] Seq=2290 Ack=416 Win=30208 Len=0 TSval=314921037 TSecr=3301709577"
"7652","2286.236978","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7653","2286.237070","192.168.0.78","172.217.173.133","TCP","78","[TCP Dup ACK 7549#3] 35790  >  443 [ACK] Seq=58697 Ack=720550 Win=335744 Len=0 TSval=61506204 TSecr=3844769855 SLE=721968 SRE=726222"
"7654","2286.368733","200.42.4.207","192.168.0.78","DNS","135","Standard query response 0x14b8 A ocsp.pki.goog CNAME pki-goog.l.google.com A 172.217.173.131 OPT"
"7655","2286.374354","172.217.173.131","192.168.0.78","TCP","66","80  >  33920 [ACK] Seq=1404 Ack=1274 Win=68864 Len=0 TSval=3776635267 TSecr=3626367764"
"7656","2286.400923","200.42.4.207","192.168.0.78","DNS","147","Standard query response 0xe17c AAAA ocsp.pki.goog CNAME pki-goog.l.google.com AAAA 2800:3f0:4002:806::2003 OPT"
"7657","2286.432963","192.168.0.78","200.42.4.207","DNS","100","Standard query 0x273c A connectivity-check.ubuntu.com OPT"
"7658","2286.450728","149.154.174.200","192.168.0.78","TCP","66","443  >  43562 [ACK] Seq=28367 Ack=4339 Win=87040 Len=0 TSval=2771744264 TSecr=4107574369"
"7659","2286.473090","149.154.174.200","192.168.0.78","TLSv1.3","195","Application Data"
"7660","2286.473187","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=5213 Ack=28496 Win=88832 Len=0 TSval=4107576197 TSecr=2771744266"
"7661","2286.487073","149.154.174.200","192.168.0.78","TCP","66","443  >  43562 [ACK] Seq=28496 Ack=5213 Win=89088 Len=0 TSval=2771744291 TSecr=4107574374"
"7662","2286.502623","149.154.174.200","192.168.0.78","TLSv1.3","357","Application Data"
"7663","2286.502729","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=5213 Ack=28787 Win=91392 Len=0 TSval=4107576226 TSecr=2771744296"
"7664","2286.514464","192.168.0.78","149.154.174.200","TLSv1.3","183","Application Data"
"7665","2286.518028","192.168.0.78","149.154.174.200","TLSv1.3","233","Application Data"
"7666","2286.544396","149.154.174.200","192.168.0.78","TCP","1294","443  >  43562 [ACK] Seq=28787 Ack=5213 Win=89088 Len=1228 TSval=2771744301 TSecr=4107574374 [TCP segment of a reassembled PDU]"
"7667","2286.544501","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=5497 Ack=30015 Win=94208 Len=0 TSval=4107576268 TSecr=2771744301"
"7668","2286.578431","149.154.174.200","192.168.0.78","TLSv1.3","1116","Application Data"
"7669","2286.578516","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=5497 Ack=31065 Win=97152 Len=0 TSval=4107576302 TSecr=2771744301"
"7670","2286.602261","172.217.173.131","192.168.0.78","TCP","66","80  >  33924 [ACK] Seq=1403 Ack=1273 Win=68864 Len=0 TSval=843658415 TSecr=3626367924"
"7671","2286.620942","3.15.152.121","192.168.0.78","TLSv1.3","90","Application Data"
"7672","2286.621004","192.168.0.78","3.15.152.121","TCP","66","45826  >  443 [ACK] Seq=965 Ack=6663 Win=64128 Len=0 TSval=1720770726 TSecr=3970084366"
"7673","2286.621312","192.168.0.78","3.15.152.121","TLSv1.3","90","Application Data"
"7674","2286.621373","192.168.0.78","3.15.152.121","TCP","66","45826  >  443 [FIN, ACK] Seq=989 Ack=6663 Win=64128 Len=0 TSval=1720770726 TSecr=3970084366"
"7675","2286.637761","3.15.152.121","192.168.0.78","TCP","66","443  >  45826 [FIN, ACK] Seq=6663 Ack=965 Win=64512 Len=0 TSval=3970084366 TSecr=1720707344"
"7676","2286.637813","192.168.0.78","3.15.152.121","TCP","66","45826  >  443 [ACK] Seq=990 Ack=6664 Win=64128 Len=0 TSval=1720770743 TSecr=3970084366"
"7677","2286.661002","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7678","2286.662197","192.168.0.78","172.217.173.133","TCP","78","[TCP Dup ACK 7549#4] 35790  >  443 [ACK] Seq=58697 Ack=720550 Win=335744 Len=0 TSval=61506628 TSecr=3844769855 SLE=721968 SRE=727640"
"7679","2286.707177","172.217.173.131","192.168.0.78","OCSP","767","Response"
"7680","2286.707284","192.168.0.78","172.217.173.131","TCP","66","33920  >  80 [ACK] Seq=1274 Ack=2105 Win=64128 Len=0 TSval=3626369746 TSecr=3776635559"
"7681","2286.712776","192.168.0.78","142.250.79.164","TLSv1.3","130","Change Cipher Spec, Application Data"
"7682","2286.713558","192.168.0.78","142.250.79.164","TLSv1.3","236","Application Data"
"7683","2286.731015","172.217.173.133","192.168.0.78","TCP","1484","[TCP Out-Of-Order] 443  >  35790 [ACK] Seq=720550 Ack=58697 Win=246528 Len=1418 TSval=3844775386 TSecr=61505162"
"7684","2286.731124","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=727640 Win=330368 Len=0 TSval=61506698 TSecr=3844775386"
"7685","2286.737165","172.217.173.163","192.168.0.78","TCP","78","[TCP Dup ACK 7630#1] 443  >  36630 [ACK] Seq=4979 Ack=769 Win=67840 Len=0 TSval=2985465794 TSecr=2875596578 SLE=582 SRE=769"
"7686","2286.737238","192.168.0.78","172.217.173.163","TCP","54","36630  >  443 [RST] Seq=769 Win=0 Len=0"
"7687","2286.754508","172.217.173.163","192.168.0.78","QUIC","70","Protected Payload (KP0), DCID=a34fec"
"7688","2286.781263","172.217.173.131","192.168.0.78","OCSP","767","Response"
"7689","2286.781366","192.168.0.78","172.217.173.131","TCP","66","33924  >  80 [ACK] Seq=1273 Ack=2104 Win=64128 Len=0 TSval=3626369820 TSecr=843658706"
"7690","2286.783013","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 50864  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184037557 TSecr=142254573"
"7691","2286.783062","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 50862  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184037557 TSecr=3844199606"
"7692","2286.783083","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 50860  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184037557 TSecr=4234645371"
"7693","2286.783146","192.168.0.78","172.217.173.131","TCP","66","[TCP Keep-Alive] 33908  >  80 [ACK] Seq=428 Ack=702 Win=64128 Len=0 TSval=3626369822 TSecr=843648094"
"7694","2286.783195","192.168.0.78","172.217.173.131","TCP","66","[TCP Keep-Alive] 33910  >  80 [ACK] Seq=428 Ack=702 Win=64128 Len=0 TSval=3626369822 TSecr=1792310794"
"7695","2286.787209","192.168.0.78","142.250.79.164","TLSv1.3","130","Change Cipher Spec, Application Data"
"7696","2286.787916","192.168.0.78","142.250.79.164","TLSv1.3","253","Application Data"
"7697","2286.788684","172.217.173.163","192.168.0.78","QUIC","70","Protected Payload (KP0), DCID=a34fec"
"7698","2286.831558","142.250.79.164","192.168.0.78","QUIC","70","Protected Payload (KP0), DCID=37fa0f"
"7699","2286.912910","172.217.173.163","192.168.0.78","TCP","674","[TCP Retransmission] 443  >  36628 [PSH, ACK] Seq=4339 Ack=769 Win=67840 Len=608 TSval=804336534 TSecr=2875596229"
"7700","2286.913027","192.168.0.78","172.217.173.163","TCP","66","36628  >  443 [ACK] Seq=769 Ack=4978 Win=64128 Len=0 TSval=2875598244 TSecr=804336534"
"7701","2286.913917","192.168.0.78","172.217.173.163","TLSv1.3","90","Application Data"
"7702","2286.913997","192.168.0.78","172.217.173.163","TCP","66","36628  >  443 [FIN, ACK] Seq=793 Ack=4978 Win=64128 Len=0 TSval=2875598245 TSecr=804336534"
"7703","2287.039051","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 50858  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184037813 TSecr=142255074"
"7704","2287.058443","192.168.0.78","69.171.250.60","TLSv1.3","106","Application Data"
"7705","2287.058611","172.217.173.163","192.168.0.78","TCP","66","443  >  36630 [ACK] Seq=4979 Ack=794 Win=67840 Len=0 TSval=2985466153 TSecr=2875596956"
"7706","2287.058671","192.168.0.78","172.217.173.163","TCP","54","36630  >  443 [RST] Seq=794 Win=0 Len=0"
"7707","2287.074844","172.217.173.163","192.168.0.78","TCP","66","443  >  36630 [FIN, ACK] Seq=4979 Ack=794 Win=67840 Len=0 TSval=2985466153 TSecr=2875596956"
"7708","2287.074946","192.168.0.78","172.217.173.163","TCP","54","36630  >  443 [RST] Seq=794 Win=0 Len=0"
"7709","2287.187441","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7710","2287.257536","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7711","2287.257624","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=730476 Win=334592 Len=0 TSval=61507224 TSecr=3844775847"
"7712","2287.273732","200.42.4.207","192.168.0.78","DNS","148","Standard query response 0x273c A connectivity-check.ubuntu.com A 35.232.111.17 A 34.122.121.32 A 35.224.170.84 OPT"
"7713","2287.276555","192.168.0.78","35.224.170.84","TCP","74","49914  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2534139361 TSecr=0 WS=128"
"7714","2287.295068","192.168.0.78","34.107.221.82","TCP","66","[TCP Keep-Alive] 54706  >  80 [ACK] Seq=301 Ack=220 Win=64128 Len=0 TSval=1732630558 TSecr=3633039135"
"7715","2287.295236","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 50866  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184038069 TSecr=3143641634"
"7716","2287.456877","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7717","2287.476036","142.250.79.164","192.168.0.78","TCP","66","443  >  42764 [ACK] Seq=4287 Ack=582 Win=66816 Len=0 TSval=3980178133 TSecr=234017932"
"7718","2287.492473","142.250.79.164","192.168.0.78","TCP","66","443  >  42764 [ACK] Seq=4287 Ack=752 Win=67840 Len=0 TSval=3980178142 TSecr=234017933"
"7719","2287.535228","142.250.79.164","192.168.0.78","TLSv1.3","674","Application Data, Application Data"
"7720","2287.535313","192.168.0.78","142.250.79.164","TCP","66","42764  >  443 [ACK] Seq=752 Ack=4895 Win=64128 Len=0 TSval=234018755 TSecr=3980178142"
"7721","2287.536442","192.168.0.78","142.250.79.164","TLSv1.3","97","Application Data"
"7722","2287.547941","142.250.79.164","192.168.0.78","TLSv1.3","97","Application Data"
"7723","2287.548024","192.168.0.78","142.250.79.164","TCP","66","42764  >  443 [ACK] Seq=783 Ack=4926 Win=64128 Len=0 TSval=234018768 TSecr=3980178142"
"7724","2287.559947","149.154.174.200","192.168.0.78","TLSv1.3","179","Application Data"
"7725","2287.560053","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=5497 Ack=31178 Win=97152 Len=0 TSval=4107577284 TSecr=2771745269"
"7726","2287.567020","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=731894 Win=335744 Len=0 TSval=61507534 TSecr=3844776087"
"7727","2287.570256","192.168.0.78","149.154.174.200","TLSv1.3","183","Application Data"
"7728","2287.572771","192.168.0.78","149.154.174.200","TLSv1.3","199","Application Data"
"7729","2287.583996","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7730","2287.618778","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7731","2287.619148","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=734730 Win=334592 Len=0 TSval=61507586 TSecr=3844776152"
"7732","2287.624290","149.154.174.200","192.168.0.78","TLSv1.3","179","Application Data"
"7733","2287.624395","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=5747 Ack=31291 Win=97152 Len=0 TSval=4107577348 TSecr=2771745325"
"7734","2287.633248","192.168.0.78","149.154.174.200","TLSv1.3","183","Application Data"
"7735","2287.654478","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7736","2287.742942","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7737","2287.743049","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=737566 Win=334592 Len=0 TSval=61507710 TSecr=3844776181"
"7738","2287.755078","3.15.152.121","192.168.0.78","TCP","60","443  >  45826 [RST] Seq=6663 Win=0 Len=0"
"7739","2287.801874","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7740","2287.807050","192.168.0.78","172.217.173.131","TCP","66","[TCP Keep-Alive] 33910  >  80 [ACK] Seq=428 Ack=702 Win=64128 Len=0 TSval=3626370846 TSecr=1792310794"
"7741","2287.807167","192.168.0.78","172.217.173.131","TCP","66","[TCP Keep-Alive] 33908  >  80 [ACK] Seq=428 Ack=702 Win=64128 Len=0 TSval=3626370846 TSecr=843648094"
"7742","2287.834665","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7743","2287.834762","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=740402 Win=334592 Len=0 TSval=61507801 TSecr=3844776220"
"7744","2287.841283","3.15.152.121","192.168.0.78","TCP","60","443  >  45826 [RST] Seq=6663 Win=0 Len=0"
"7745","2287.850904","3.15.152.121","192.168.0.78","TCP","60","443  >  45826 [RST] Seq=6664 Win=0 Len=0"
"7746","2287.878815","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7747","2287.890727","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"7748","2287.920686","192.168.0.78","149.154.174.200","TLSv1.3","183","Application Data"
"7749","2287.923720","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7750","2287.923776","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=743238 Win=334592 Len=0 TSval=61507890 TSecr=3844776258"
"7751","2287.981056","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7752","2287.994944","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"7753","2287.998739","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"7754","2288.018312","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7755","2288.018431","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=746074 Win=334592 Len=0 TSval=61507985 TSecr=3844776297"
"7756","2288.063022","192.168.0.78","52.27.6.50","TCP","66","[TCP Keep-Alive] 42130  >  443 [ACK] Seq=4440 Ack=3993 Win=64128 Len=0 TSval=1056809053 TSecr=1960564139"
"7757","2288.063247","192.168.0.78","52.27.6.50","TCP","66","[TCP Keep-Alive] 42128  >  443 [ACK] Seq=17297 Ack=3993 Win=64128 Len=0 TSval=1056809053 TSecr=1960564139"
"7758","2288.077364","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7759","2288.104062","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7760","2288.104189","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=748910 Win=334592 Len=0 TSval=61508071 TSecr=3844776336"
"7761","2288.135370","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7762","2288.207046","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=750328 Win=335744 Len=0 TSval=61508174 TSecr=3844776374"
"7763","2288.263001","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7764","2288.269903","192.16.58.8","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  50864 [ACK] Seq=800 Ack=423 Win=67072 Len=0 TSval=142266116 TSecr=1184021394"
"7765","2288.287075","192.168.0.78","35.224.170.84","TCP","74","[TCP Retransmission] 49914  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2534140372 TSecr=0 WS=128"
"7766","2288.297222","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7767","2288.297556","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=753164 Win=334592 Len=0 TSval=61508264 TSecr=3844776393"
"7768","2288.351157","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7769","2288.479032","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=754582 Win=335744 Len=0 TSval=61508446 TSecr=3844776432"
"7770","2288.483131","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7771","2288.527642","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7772","2288.527892","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=757418 Win=334592 Len=0 TSval=61508495 TSecr=3844776451"
"7773","2288.545273","192.16.58.8","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  50862 [ACK] Seq=800 Ack=423 Win=67072 Len=0 TSval=3844211245 TSecr=1184021331"
"7774","2288.574998","192.168.0.78","34.107.221.82","TCP","66","[TCP Keep-Alive] 54700  >  80 [ACK] Seq=299 Ack=303 Win=64128 Len=0 TSval=1732631838 TSecr=2429130397"
"7775","2288.575060","192.168.0.78","13.227.92.93","TCP","66","[TCP Keep-Alive] 60584  >  443 [ACK] Seq=1560 Ack=25584 Win=64128 Len=0 TSval=386508902 TSecr=307217769"
"7776","2288.575125","192.168.0.78","23.212.49.138","TCP","66","[TCP Keep-Alive] 51684  >  80 [ACK] Seq=1263 Ack=2668 Win=64128 Len=0 TSval=4052355259 TSecr=2766001177"
"7777","2288.576058","192.168.0.78","149.154.174.200","TLSv1.3","183","Application Data"
"7778","2288.581236","192.168.0.78","149.154.174.200","TLSv1.3","473","Application Data"
"7779","2288.611836","172.217.173.133","192.168.0.78","TCP","1484","443  >  35790 [ACK] Seq=757418 Ack=58697 Win=246528 Len=1418 TSval=3844776490 TSecr=61506698"
"7780","2288.663748","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7781","2288.663829","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=760254 Win=334592 Len=0 TSval=61508631 TSecr=3844776490"
"7782","2288.695793","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7783","2288.726279","192.168.0.78","172.217.172.110","TLSv1.3","105","Application Data"
"7784","2288.726597","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7785","2288.726650","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=763090 Win=334592 Len=0 TSval=61508693 TSecr=3844776529"
"7786","2288.754391","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7787","2288.799017","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 50860  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184039573 TSecr=4234645371"
"7788","2288.819724","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7789","2288.819815","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=765926 Win=334592 Len=0 TSval=61508786 TSecr=3844776567"
"7790","2288.831056","192.168.0.78","172.217.173.131","TCP","66","[TCP Keep-Alive] 33908  >  80 [ACK] Seq=428 Ack=702 Win=64128 Len=0 TSval=3626371870 TSecr=843648094"
"7791","2288.831186","192.168.0.78","172.217.173.131","TCP","66","[TCP Keep-Alive] 33910  >  80 [ACK] Seq=428 Ack=702 Win=64128 Len=0 TSval=3626371870 TSecr=1792310794"
"7792","2288.870601","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7793","2288.938074","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7794","2288.938150","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=768762 Win=334592 Len=0 TSval=61508905 TSecr=3844776606"
"7795","2289.059014","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 50858  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184039833 TSecr=142255074"
"7796","2289.061852","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7797","2289.113652","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7798","2289.113736","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=771598 Win=334592 Len=0 TSval=61509080 TSecr=3844776645"
"7799","2289.145754","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7800","2289.175823","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7801","2289.175894","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=774434 Win=334592 Len=0 TSval=61509143 TSecr=3844776683"
"7802","2289.214441","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7803","2289.228293","192.16.58.8","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  50860 [ACK] Seq=800 Ack=423 Win=67072 Len=0 TSval=4234657264 TSecr=1184021297"
"7804","2289.257199","172.217.173.133","192.168.0.78","TLSv1.3","1484","Continuation Data"
"7805","2289.257303","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=58697 Ack=777270 Win=334592 Len=0 TSval=61509224 TSecr=3844776722"
"7806","2289.276361","172.217.173.131","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  33908 [ACK] Seq=702 Ack=429 Win=66816 Len=0 TSval=843660002 TSecr=3626277488"
"7807","2289.288768","172.217.173.131","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  33910 [ACK] Seq=702 Ack=429 Win=66816 Len=0 TSval=1792322704 TSecr=3626277731"
"7808","2289.307311","142.250.79.164","192.168.0.78","TCP","66","443  >  42766 [ACK] Seq=4289 Ack=582 Win=66816 Len=0 TSval=1667154598 TSecr=234018007"
